GHCN,NAME,STATE,LATITUDE,LONGITUDE
USC00208800,WEST BRANCH 3SE,MI,44.254,-84.201
USC00203932,HOUGHTON LAKE 6 WSW,MI,44.312,-84.892
USC00204502,LAKE CITY EXP FARM,MI,44.309,-85.205
USC00204967,LUPTON 1S,MI,44.42,-84.023
USC00203391,GRAYLING,MI,44.645,-84.699
USW00014850,TRAVERSE CITY CHERRY CAPITAL AP,MI,44.739,-85.568
USC00205097,MAPLE CITY 1E,MI,44.855,-85.835
USC00203096,GAYLORD,MI,45.033,-84.711
USW00014814,ALPENA WASTEWATER PLANT,MI,45.06,-83.428
USW00094849,ALPENA COUNTY REGIONAL AP,MI,45.072,-83.565
USC00208417,VANDERBILT 11ENE,MI,45.17,-84.44
USC00202381,EAST JORDAN,MI,45.152,-85.132
USC00206507,PETOSKEY,MI,45.373,-84.977
USC00206184,ONAWAY 4N,MI,45.411,-84.223
USW00014841,PELLSTON REGIONAL AIRPORT,MI,45.564,-84.793
USC00201896,CROSS VILLAGE 1E,MI,45.641,-85.014
USC00201492,CHEBOYGAN,MI,45.652,-84.472
USC00207277,BEAVER ISLAND,MI,45.691,-85.546
USC00204090,IRON MTN-KINGSFORD WWTP,MI,45.786,-88.084
USC00205073,MANISTIQUE WWTP,MI,45.951,-86.251
USC00202094,DETOUR VILLAGE,MI,45.998,-83.901
USC00207812,STAMBAUGH 2SSE,MI,46.056,-88.627
USC00205690,MUNISING,MI,46.412,-86.662
USW00014847,SAULT STE MARIE SANDERSON FIELD,MI,46.48,-84.358
USC00204104,IRONWOOD,MI,46.466,-90.189
USC00208043,TAHQUAMENON FALLS S P,MI,46.601,-85.224
USC00203744,HERMAN,MI,46.665,-88.377
USC00208920,WHITEFISH POINT,MI,46.748,-84.986
USC00200770,BIG BAY 1NW,MI,46.833,-87.75
USW00014817,CADILLAC WEXFORD COUNTY AP,MI,44.283,-85.417
USW00094814,HOUGHTON LAKE ROSCOMMON COUNTY AP,MI,44.359,-84.674
USW00014858,HANCOCK HOUGHTON COUNTY AP,MI,47.166,-88.481
USC00202984,FRANKFORT 2NE,MI,44.648,-86.21
USC00202250,DOWAGIAC 1 W,MI,41.986,-86.132
USW00014845,SAGINAW MBS INTL AP,MI,43.528,-84.081
USC00204954,LUDINGTON 4 SE,MI,43.907,-86.394
USC00200552,BATTLE CREEK 5NW,MI,42.368,-85.263
USC00211198,CALEDONIA,MN,43.631,-91.503
USC00210355,AUSTIN WASTE WATER TREATMENT FACILITY,MN,43.654,-92.974
USC00212698,FAIRMONT,MN,43.645,-94.466
USC00216654,PRESTON,MN,43.672,-92.075
USC00210075,ALBERT LEA 3SE,MN,43.606,-93.302
USC00219170,WORTHINGTON 2 NNE,MN,43.645,-95.58
USC00213290,GRAND MEADOW,MN,43.705,-92.564
USC00219046,WINNEBAGO,MN,43.764,-94.166
USC00219033,WINDOM,MN,43.877,-95.116
USC00217326,ST. JAMES WWTP,MN,43.99,-94.612
USC00214534,LAKE WILSON,MN,43.999,-95.949
USC00216565,PIPESTONE,MN,44.014,-96.326
USC00218692,WASECA SOUTHERN RESEARCH AND OUTREACH CENTER,MN,44.071,-93.526
USC00215073,MANKATO,MN,44.154,-94.021
USC00218323,TRACY,MN,44.239,-95.631
USC00215887,NEW ULM 2 SE,MN,44.301,-94.49
USC00217907,SPRINGFIELD 1 NW,MN,44.247,-94.987
USC00214546,LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER,MN,44.239,-95.315
USC00218227,THEILMAN 1SSW,MN,44.281,-92.194
USC00219249,ZUMBROTA,MN,44.3,-92.665
USC00217405,ST. PETER,MN,44.322,-93.966
USC00215204,MARSHALL,MN,44.472,-95.79
USC00213076,GAYLORD,MN,44.556,-94.221
USC00214176,JORDAN 1SSW,MN,44.65,-93.636
USC00217107,ROSEMOUNT RESEARCH AND OUTREACH CENTER,MN,44.717,-93.098
USC00211263,CANBY,MN,44.718,-96.27
USC00215563,MONTEVIDEO 1SW,MN,44.934,-95.746
USC00214994,MADISON WWTP,MN,45.002,-96.166
USC00214778,LITCHFIELD,MN,45.128,-94.535
USC00215400,MILAN 1NW,MN,45.122,-95.927
USC00211107,BUFFALO 2NE,MN,45.197,-93.84
USC00212881,FOREST LAKE 5NE,MN,45.332,-92.898
USC00210667,BENSON,MN,45.317,-95.617
USC00210287,ARTICHOKE LAKE 1 E,MN,45.386,-96.126
USC00211227,CAMBRIDGE,MN,45.556,-93.235
USC00217502,SANTIAGO 3 E,MN,45.546,-93.757
USC00211691,COLLEGEVILLE ST. JOHN'S,MN,45.579,-94.392
USC00215638,MORRIS WEST CENTRAL RESEARCH AND OUTREACH CENTER,MN,45.59,-95.874
USC00211063,BROWNS VALLEY,MN,45.596,-96.828
USC00215325,MELROSE,MN,45.677,-94.802
USC00213174,GLENWOOD 2WNW,MN,45.658,-95.439
USC00215392,MILACA,MN,45.753,-93.662
USC00218907,WHEATON,MN,45.808,-96.504
USC00215615,MORA,MN,45.878,-93.315
USW00014910,ALEXANDRIA CHANDLER FIELD,MN,45.868,-95.394
USC00214861,LONG PRAIRIE,MN,45.965,-94.889
USC00214103,ISLE 12N,MN,46.32,-93.501
USC00210939,BRAINERD,MN,46.343,-94.209
USC00213411,GULL LAKE DAM,MN,46.412,-94.361
USC00218579,WADENA 3 S,MN,46.394,-95.149
USC00216276,OTTERTAIL,MN,46.414,-95.546
USC00215598,MOOSE LAKE 1 SSE,MN,46.438,-92.758
USC00217149,ROTHSAY,MN,46.481,-96.287
USC00210059,AITKIN 2E,MN,46.526,-93.667
USC00216547,PINE RIVER DAM,MN,46.669,-94.109
USC00211630,CLOQUET,MN,46.705,-92.524
USC00219173,WRIGHT 3 E,MN,46.68,-92.954
USW00014913,DULUTH INTL AP,MN,46.844,-92.187
USC00212142,DETROIT LAKES 1 NNE,MN,46.837,-95.838
USC00218419,TWO HARBORS,MN,47.026,-91.665
USC00218618,WALKER,MN,47.1,-94.572
USC00213104,GEORGETOWN 1 E,MN,47.079,-96.776
USC00213303,GRAND RAPIDS FORESTRY LAB,MN,47.244,-93.498
USC00214106,ITASCA UNIV OF MINN,MN,47.225,-95.192
USC00214652,LEECH LAKE,MN,47.247,-94.223
USC00210018,ADA,MN,47.299,-96.516
USW00094931,HIBBING CHISHOLM HIBBING AP,MN,47.38,-92.832
USC00211374,CASS LAKE,MN,47.385,-94.615
USC00213282,GRAND MARAIS,MN,47.752,-90.328
USC00218311,TOWER 2S,MN,47.782,-92.278
USC00211891,CROOKSTON NW EXP STA,MN,47.819,-96.614
USC00216787,RED LAKE FALLS,MN,47.879,-96.284
USC00218700,WASKISH 4NE,MN,48.206,-94.427
USC00210746,BIG FALLS,MN,48.197,-93.799
USC00210252,ARGYLE,MN,48.331,-96.825
USW00014918,INTERNATIONAL FALLS INTL AP,MN,48.559,-93.396
USC00218679,WARROAD,MN,48.895,-95.33
USC00216287,OWATONNA,MN,44.098,-93.232
USW00014992,REDWOOD FALLS MUNICIPAL AIRPORT,MN,44.548,-95.08
USC00213417,GUNFLINT LAKE 10 NW,MN,48.16,-90.884
USW00094967,PARK RAPIDS MUNICIPAL AP,MN,46.9,-95.067
USC00210515,BAUDETTE,MN,48.709,-94.585
USW00014926,ST. CLOUD REGIONAL AIRPORT,MN,45.544,-94.052
USC00220792,BILOXI,MS,30.393,-89.001
USC00227840,SAUCIER EXP FOREST,MS,30.626,-89.055
USC00227128,POPLARVILLE EXP STA,MS,30.841,-89.545
USC00221865,COLUMBIA,MS,31.25,-89.836
USW00093919,MCCOMB AIRPORT,MS,31.182,-90.472
USC00223887,HATTIESBURG 5SW,MS,31.255,-89.339
USC00226177,NATCHEZ,MS,31.589,-91.341
USC00229439,WAYNESBORO 2 W,MS,31.677,-88.671
USC00224939,LAUREL,MS,31.675,-89.124
USC00227132,PORT GIBSON 1 NE,MS,31.985,-90.972
USW00013865,MERIDIAN KEY FIELD,MS,32.335,-88.751
USC00226308,NEWTON EXP STATION,MS,32.338,-89.082
USC00221389,CANTON 4N,MS,32.671,-90.036
USC00226894,PHILADELPHIA 1 WSW,MS,32.769,-89.13
USC00227560,ROLLING FORK,MS,32.898,-90.885
USC00224776,KOSCIUSKO,MS,33.058,-89.58
USC00220660,BELZONI,MS,33.177,-90.492
USW00003866,MERIDIAN NAAS,MS,32.55,-88.567
USC00228445,STONEVILLE EXP STA,MS,33.431,-90.911
USC00228374,STATE UNIVERSITY,MS,33.469,-88.782
USC00229743,WINONA 5 E,MS,33.485,-89.624
USW00013978,GREENWOOD LEFLORE AP,MS,33.496,-90.089
USC00221314,CALHOUN CITY,MS,33.859,-89.314
USC00224265,HOUSTON,MS,33.885,-88.987
USC00221707,CLARKSDALE,MS,34.186,-90.557
USC00229079,UNIVERSITY,MS,34.373,-89.531
USC00228998,TUNICA 2 N,MS,34.728,-90.368
USC00224377,INDEPENDENCE 1W,MS,34.699,-89.821
USC00223975,HERNANDO,MS,34.804,-90.01
USW00093862,TUPELO REGIONAL AP,MS,34.262,-88.771
USC00232289,DONIPHAN,MO,36.62,-90.812
USC00236460,OZARK BEACH,MO,36.692,-93.112
USC00231383,CASSVILLE,MO,36.693,-93.855
USC00238880,WEST PLAINS,MO,36.727,-91.874
USC00232302,DORA 3SE,MO,36.74,-92.209
USC00238754,WASOLA 5N,MO,36.858,-92.588
USC00233094,GALENA,MO,36.806,-93.468
USC00237772,SIKESTON POWER STATION,MO,36.877,-89.623
USC00235704,MONETT 4SW,MO,36.862,-93.962
USC00235976,NEOSHO,MO,36.865,-94.36
USC00230657,BILLINGS 1SW,MO,37.054,-93.576
USC00235862,MT VERNON UNIV MO - SW CENTER,MO,37.073,-93.879
USC00235227,MANSFIELD,MO,37.109,-92.579
USC00238184,SUMMERSVILLE 3 SE,MO,37.14,-91.627
USC00235834,MOUNTAIN GROVE 2 N,MO,37.154,-92.262
USW00013987,JOPLIN REGIONAL AIRPORT,MO,37.152,-94.495
USW00003935,CAPE GIRARDEAU MUNICIPAL AP,MO,37.225,-89.579
USC00235253,MARBLE HILL,MO,37.305,-89.975
USC00235307,MARSHFIELD 4 WSW,MO,37.323,-92.983
USC00234226,JACKSON,MO,37.378,-89.668
USC00235027,LOCKWOOD,MO,37.391,-93.949
USC00234919,LICKING 4N,MO,37.555,-91.883
USC00234705,LAMAR 7N,MO,37.598,-94.284
USC00233038,FREDERICKTOWN,MO,37.558,-90.303
USC00237506,SALEM,MO,37.634,-91.536
USC00231087,BUFFALO 2N,MO,37.667,-93.107
USC00230789,BOLIVAR 1 NE,MO,37.616,-93.391
USC00234825,LEBANON 2W,MO,37.685,-92.694
USC00236641,PERRYVILLE WATER PLT,MO,37.734,-89.92
USC00238777,WAYNESVILLE 2 W,MO,37.813,-92.232
USC00235987,NEVADA WATER PLANT,MO,37.84,-94.374
USC00236777,POMME DE TERRE DAM,MO,37.905,-93.317
USC00237263,ROLLA MISSOURI S&T,MO,37.957,-91.776
USC00236402,OSCEOLA,MO,38.049,-93.704
USW00013997,VICHY ROLLA NATL AP,MO,38.132,-91.765
USC00234694,LAKESIDE,MO,38.204,-92.623
USC00230204,APPLETON CITY,MO,38.189,-94.024
USC00232850,FESTUS,MO,38.232,-90.398
USC00231145,BUTLER 4W,MO,38.261,-94.405
USC00232503,ELDON,MO,38.349,-92.581
USC00238603,VERSAILLES,MO,38.433,-92.84
USC00233043,FREEDOM,MO,38.458,-91.703
USC00234271,JEFFERSON CITY WTR PL,MO,38.585,-92.183
USC00231189,CALIFORNIA,MO,38.628,-92.557
USC00237632,SEDALIA WATER PLANT,MO,38.675,-93.223
USC00238712,WARRENSBURG 4NW,MO,38.784,-93.801
USW00013994,ST LOUIS LAMBERT INTL AIRPORT,MO,38.752,-90.373
USC00237397,ST CHARLES ELM POINT,MO,38.814,-90.514
USC00238725,WARRENTON 1 N,MO,38.835,-91.139
USC00233079,FULTON,MO,38.848,-91.942
USC00238223,SWEET SPRINGS,MO,38.966,-93.419
USC00236012,NEW FRANKLIN 1W,MO,39.017,-92.756
USW00013991,MARSHALL,MO,39.134,-93.222
USC00232591,ELSBERRY 1 S,MO,39.156,-90.783
USW00003947,KANSAS CITY INTL AP,MO,39.297,-94.731
USC00230856,BOWLING GREEN 1 E,MO,39.344,-91.171
USC00231340,CARROLLTON,MO,39.359,-93.489
USC00235671,MOBERLY,MO,39.403,-92.433
USC00237514,SALISBURY,MO,39.425,-92.811
USC00231037,BRUNSWICK,MO,39.425,-93.133
USC00237720,SHELBINA,MO,39.683,-92.046
USC00233601,HANNIBAL WATER WORKS,MO,39.723,-91.375
USC00233568,HAMILTON 2W,MO,39.742,-94.035
USC00230980,BROOKFIELD,MO,39.765,-93.059
USC00230143,AMITY 4 NE,MO,39.891,-94.36
USC00238051,STEFFENVILLE,MO,39.97,-91.888
USC00236357,OREGON,MO,39.981,-95.147
USC00238444,TRENTON,MO,40.082,-93.609
USC00231275,CANTON L AND D 20,MO,40.144,-91.516
USC00234544,KIRKSVILLE,MO,40.206,-92.575
USC00237963,SPICKARD 7 W,MO,40.247,-93.716
USC00230608,BETHANY,MO,40.258,-94.027
USC00231822,CONCEPTION,MO,40.239,-94.683
USC00236866,PRINCETON,MO,40.399,-93.584
USC00235340,MARYVILLE 2E,MO,40.346,-94.834
USC00235492,MEMPHIS,MO,40.458,-92.182
USC00238523,UNIONVILLE,MO,40.475,-93.003
USC00231711,CLINTON,MO,38.395,-93.771
USC00244820,LAKEVIEW,MT,44.599,-111.812
USC00245030,LIMA,MT,44.633,-112.593
USC00241995,COOKE CITY 2 W,MT,45.011,-109.982
USC00243378,GARDINER,MT,45.032,-110.704
USC00240743,BIDDLE 8 SW,MT,45.043,-105.48
USC00245870,MOORHEAD 9 NE,MT,45.176,-105.752
USC00246918,RED LODGE,MT,45.177,-109.257
USC00240088,ALBION 1 N,MT,45.209,-104.265
USC00245961,MYSTIC LAKE,MT,45.244,-109.731
USC00240775,BIG SKY 2WNW,MT,45.277,-111.325
USC00242409,DILLON U OF MONTANA WESTERN,MT,45.209,-112.639
USC00241102,BRIDGER 2 N,MT,45.326,-108.909
USC00248597,VIRGINIA CITY,MT,45.293,-111.945
USC00242793,ENNIS,MT,45.339,-111.712
USC00241127,BROADUS,MT,45.444,-105.407
USC00247740,SONNETTE 7 SW,MT,45.324,-105.914
USC00244506,JOLIET,MT,45.473,-109.01
USC00246157,NORRIS MADISON POWER HOUSE,MT,45.487,-111.634
USC00247034,RIDGEWAY 1 S,MT,45.502,-104.448
USC00241297,BUSBY,MT,45.54,-106.96
USC00248430,TWIN BRIDGES,MT,45.547,-112.326
USC00241938,COLUMBUS,MT,45.644,-109.267
USC00249067,WISDOM,MT,45.618,-113.451
USC00241044,BOZEMAN MONTANA STATE UNIVERSITY,MT,45.662,-111.046
USC00241047,BOZEMAN 6 W EXP FARM,MT,45.673,-111.155
USC00243915,HARDIN,MT,45.732,-107.609
USW00024132,BOZEMAN GALLATIN FIELD AP,MT,45.788,-111.162
USC00242421,DIVIDE,MT,45.751,-112.755
USC00241084,BRANDENBERG,MT,45.816,-106.233
USW00024033,BILLINGS INTERNATIONAL AIRPORT,MT,45.807,-108.546
USC00240780,BIG TIMBER,MT,45.833,-109.951
USC00242689,EKALAKA,MT,45.886,-104.548
USC00246691,POWDERVILLE 8 NNE,MT,45.852,-105.035
USC00241905,COLSTRIP,MT,45.894,-106.634
USC00244364,HYSHAM 25 SSE,MT,45.935,-107.138
USC00244345,HUNTLEY EXPERIMENTAL STATION,MT,45.923,-108.245
USC00246862,RAPELJE,MT,45.972,-109.254
USC00248363,TRIDENT,MT,45.947,-111.476
USW00024135,BUTTE BERT MOONEY AP,MT,45.964,-112.501
USC00249023,WILSALL 8 ENE,MT,46.031,-110.505
USC00242221,DARBY,MT,46.026,-114.176
USC00245603,MELVILLE 4 W,MT,46.105,-110.05
USC00241008,BOULDER,MT,46.231,-112.114
USC00243885,HAMILTON,MT,46.246,-114.168
USC00245754,MIZPAH 4 NNW,MT,46.286,-105.292
USC00244358,HYSHAM,MT,46.29,-107.231
USC00247261,RYEGATE,MT,46.299,-109.256
USC00248324,TOWNSEND 3SE,MT,46.299,-111.452
USC00246472,PHILLIPSBURG RANGER STATION,MT,46.316,-113.3
USC00248783,WESTERN AG RESEARCH CENTER,MT,46.328,-114.085
USC00244954,LENNEP 5 SW,MT,46.361,-110.6
USC00246601,PLEVNA,MT,46.418,-104.516
USC00243939,HARLOWTON,MT,46.436,-109.843
USC00242275,DEER LODGE 3 W,MT,46.391,-112.798
USC00247214,ROUNDUP,MT,46.438,-108.532
USC00247263,RYEGATE 18 NNW,MT,46.533,-109.344
USC00245387,MARTINSDALE 3 NNW,MT,46.5,-110.338
USC00247894,STEVENSVILLE,MT,46.514,-114.091
USC00245596,MELSTONE,MT,46.601,-107.871
USW00024144,HELENA AIRPORT ASOS,MT,46.604,-111.989
USC00244545,JUDITH GAP 13 E,MT,46.61,-109.474
USC00241518,CARLYLE 13 NW,MT,46.744,-104.309
USC00244386,INGOMAR 9 E,MT,46.568,-107.195
USC00248165,TERRY,MT,46.794,-105.302
USC00247136,ROCK SPRINGS,MT,46.82,-106.245
USC00243013,FLATWILLOW 4 ENE,MT,46.822,-108.372
USC00246685,POTOMAC,MT,46.877,-113.563
USC00245735,MISSOULA 2 NE,MT,46.898,-113.968
USW00024153,MISSOULA INTERNATIONAL AP,MT,46.921,-114.094
USC00248957,WIBAUX 2 E,MT,46.988,-104.157
USC00245872,MOSBY 4 ENE,MT,47.022,-107.822
USC00243727,GRASS RANGE,MT,47.026,-108.803
USC00241557,CASCADE 20 SSE,MT,46.996,-111.577
USC00244241,HOLTER DAM,MT,46.991,-112.012
USC00248169,TERRY 21 NNW,MT,47.07,-105.495
USC00241875,COHAGEN,MT,47.056,-106.616
USW00024036,LEWISTOWN AP,MT,47.054,-109.457
USC00245761,MOCCASIN EXPERIMENT STN,MT,47.057,-109.951
USC00243581,GLENDIVE,MT,47.106,-104.718
USC00247864,STANFORD,MT,47.155,-110.224
USC00247159,ROGERS PASS 9 NNE,MT,47.19,-112.29
USW00024159,SUPERIOR,MT,47.193,-114.89
USC00241552,CASCADE 5 S,MT,47.219,-111.711
USC00247448,SEELEY LAKE RANGER STATION,MT,47.214,-113.52
USC00241169,BROCKWAY 3 WSW,MT,47.288,-105.83
USC00242347,DENTON,MT,47.318,-109.937
USC00246902,RAYNESFORD 2 NNW,MT,47.297,-110.746
USC00241758,CIRCLE,MT,47.412,-105.595
USC00245043,LINDBERGH LAKE,MT,47.408,-113.713
USC00247382,SAVAGE,MT,47.453,-104.338
USW00024143,GREAT FALLS AIRPORT,MT,47.473,-111.383
USC00248021,SUN RIVER 4 S,MT,47.477,-111.737
USC00240364,AUGUSTA,MT,47.493,-112.397
USC00247540,SHONKIN 7 S,MT,47.531,-110.577
USC00249033,WINIFRED,MT,47.56,-109.377
USC00242857,FAIRFIELD,MT,47.615,-111.986
USC00243489,GIBSON DAM,MT,47.601,-112.755
USC00248211,THOMPSON FALLS PH,MT,47.593,-115.359
USC00246635,POLSON,MT,47.675,-114.191
USC00246640,SKQ DAM,MT,47.678,-114.242
USC00247560,SIDNEY,MT,47.728,-104.147
USC00248569,VIDA 6 NE,MT,47.88,-105.369
USC00245340,MALTA 35 S,MT,47.842,-107.956
USC00243113,FORT BENTON,MT,47.83,-110.661
USC00241737,CHOTEAU,MT,47.821,-112.192
USC00240755,BIGFORK 13 S,MT,47.877,-114.034
USC00248380,TROUT CREEK RS,MT,47.866,-115.627
USC00249900,ZORTMAN,MT,47.919,-108.524
USC00245153,LOMA,MT,47.936,-110.502
USC00248087,SWAN LAKE,MT,47.916,-113.839
USC00241984,CONTENT 4 NNE,MT,48.08,-107.525
USC00245020,LIBBY 32 SSE,MT,47.958,-115.214
USC00243176,FORT PECK POWER PLANT,MT,48.012,-106.412
USC00244084,HERON 2 NW,MT,48.08,-116.001
USC00242122,CULBERTSON,MT,48.147,-104.517
USC00240770,BIG SANDY,MT,48.135,-110.064
USC00241974,CONRAD,MT,48.174,-111.95
USC00242104,CRESTON,MT,48.188,-114.134
USW00094008,GLASGOW INTERNATIONAL AP,MT,48.214,-106.621
USC00248501,VALIER,MT,48.312,-112.249
USC00244328,HUNGRY HORSE DAM,MT,48.343,-114.022
USC00245338,MALTA 7 E,MT,48.394,-107.728
USC00245015,LIBBY 1 NE RS,MT,48.404,-115.539
USC00245572,MEDICINE LAKE 3 SE,MT,48.483,-104.451
USC00247265,SACO 1 NNW,MT,48.466,-107.353
USC00248390,TROY,MT,48.481,-115.906
USC00241088,BREDETTE,MT,48.516,-105.299
USC00243110,FORT ASSINIBOINE,MT,48.498,-109.801
USC00241692,CHESTER,MT,48.509,-110.969
USC00241722,CHINOOK,MT,48.588,-109.227
USW00094012,HAVRE AP ASOS,MT,48.543,-109.764
USC00243530,GILDFORD,MT,48.565,-110.303
USC00244512,JOPLIN,MT,48.559,-110.772
USC00246218,OLNEY,MT,48.55,-114.574
USW00024137,CUT BANK AIRPORT,MT,48.604,-112.377
USC00246615,POLEBRIDGE,MT,48.765,-114.284
USC00248777,WESTBY,MT,48.874,-104.05
USC00242827,EUREKA RANGER STATION,MT,48.898,-115.064
USC00247620,SIMPSON 6 N - WILDHORSE,MT,48.998,-110.216
USC00243617,GOLDBUTTE 7 N,MT,48.975,-111.399
USC00246893,RAYMOND BORDER STATION,MT,48.998,-104.575
USC00246236,OPHEIM 10 N,MT,48.999,-106.38
USW00024138,DILLON AIRPORT,MT,45.258,-112.555
USW00024037,MILES CITY AIRPORT,MT,46.426,-105.883
USW00024150,LIVINGSTON AIRPORT,MT,45.698,-110.442
USC00244558,KALISPELL GLACIER AIRPORT,MT,48.304,-114.264
USW00024139,DRUMMOND AVIATION,MT,46.638,-113.176
USC00258320,SUPERIOR,NE,40.03,-98.076
USC00253595,HARLAN COUNTY LAKE,NE,40.089,-99.213
USC00250760,BENKELMAN 1N,NE,40.065,-101.544
USC00256570,PAWNEE CITY,NE,40.112,-96.151
USC00252820,FAIRBURY 5S,NE,40.074,-97.167
USC00257070,RED CLOUD,NE,40.098,-98.52
USC00250640,BEAVER CITY,NE,40.13,-99.828
USC00253735,HEBRON,NE,40.175,-97.59
USC00252065,CULBERTSON,NE,40.232,-100.83
USC00251415,CAMBRIDGE,NE,40.285,-100.142
USC00250435,AUBURN 5 ESE,NE,40.37,-95.747
USC00258465,TECUMSEH 1S,NE,40.354,-96.194
USC00253910,HOLDREGE,NE,40.452,-99.38
USC00253175,GENEVA,NE,40.539,-97.59
USC00255565,MINDEN,NE,40.516,-98.951
USW00024020,HAYES CENTER 1NW,NE,40.523,-101.035
USC00254110,IMPERIAL,NE,40.509,-101.651
USC00253660,HASTINGS 4N,NE,40.647,-98.383
USC00252100,CURTIS,NE,40.634,-100.522
USC00252020,CRETE 4ESE,NE,40.609,-96.872
USC00255810,NEBRASKA CITY 2NW,NE,40.699,-95.887
USC00258395,SYRACUSE,NE,40.666,-96.189
USC00254335,KEARNEY 4 NE,NE,40.726,-99.013
USC00258920,WALLACE 2W,NE,40.843,-101.209
USC00259090,WEEPING WATER,NE,40.864,-96.141
USC00255090,MADRID,NE,40.851,-101.543
USC00257715,SEWARD,NE,40.917,-97.09
USC00253365,GOTHENBURG,NE,40.939,-100.151
USW00014935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,40.961,-98.313
USC00257040,RAVENNA,NE,41.032,-98.921
USC00250375,ASHLAND NO 2,NE,41.041,-96.381
USC00256167,OCONTO,NE,41.144,-99.763
USC00256075,NORTH PLATTE EXP FARM,NE,41.057,-100.749
USC00250865,BIG SPRINGS,NE,41.065,-102.071
USC00251560,CENTRAL CITY,NE,41.122,-98.028
USW00024023,NORTH PLATTE REGIONAL AP,NE,41.122,-100.669
USC00256200,OGALLALA,NE,41.127,-101.721
USW00024030,SIDNEY MUNICIPAL AP,NE,41.099,-102.986
USC00257830,SIDNEY 6 NNW,NE,41.229,-103.021
USC00255362,MEAD 6S,NE,41.143,-96.481
USC00256375,OSCEOLA,NE,41.184,-97.551
USC00253810,HERSHEY 5 SSE,NE,41.106,-100.978
USC00254900,LODGEPOLE,NE,41.149,-102.636
USC00254455,KINGSLEY DAM,NE,41.21,-101.671
USC00254440,KIMBALL 2NE,NE,41.245,-103.634
USC00252205,DAVID CITY 4E,NE,41.248,-97.058
USC00254985,LOUP CITY,NE,41.279,-98.97
USC00253050,FREMONT,NE,41.43,-96.467
USC00251200,BROKEN BOW 2 W,NE,41.408,-99.675
USC00256385,OSHKOSH,NE,41.401,-102.347
USC00252145,DALTON,NE,41.409,-102.966
USC00251825,COLUMBUS 3 NE,NE,41.464,-97.328
USC00253185,GENOA 2 W,NE,41.451,-97.764
USC00253425,GREELEY,NE,41.546,-98.533
USC00250365,ARTHUR,NE,41.57,-101.692
USC00250245,ANSELMO 2 WSW,NE,41.611,-99.904
USC00250070,ALBION,NE,41.685,-98.008
USC00251145,BRIDGEPORT,NE,41.668,-103.104
USC00253605,HARRISBURG 12WNW,NE,41.633,-103.954
USC00258480,TEKAMAH,NE,41.788,-96.233
USC00252000,CRESCENT LAKE NAT WLR,NE,41.761,-102.438
USC00259200,WEST POINT,NE,41.845,-96.714
USW00024028,SCOTTSBLUFF W B HEILIG FIELD AP,NE,41.875,-103.601
USC00256135,OAKDALE,NE,42.067,-97.965
USC00251590,CHAMBERS,NE,42.203,-98.747
USC00256970,PURDUM,NE,42.065,-100.247
USC00250130,ALLIANCE 1WNW,NE,42.11,-102.897
USC00258935,WALTHILL 1E,NE,42.151,-96.475
USC00252680,ELSMERE 9 ENE,NE,42.172,-100.011
USC00258915,WAKEFIELD 3NW,NE,42.302,-96.9
USC00252805,EWING,NE,42.261,-98.342
USC00253755,HEMINGFORD,NE,42.321,-103.073
USC00250030,AGATE 3 E,NE,42.424,-103.735
USC00256290,O'NEILL,NE,42.459,-98.656
USC00250420,ATKINSON 3SW,NE,42.514,-99.03
USC00250050,AINSWORTH,NE,42.547,-99.852
USC00258755,VALENTINE NWR,NE,42.57,-100.693
USC00253630,HARTINGTON,NE,42.617,-97.261
USC00255925,NEWPORT,NE,42.601,-99.333
USC00253615,HARRISON,NE,42.686,-103.884
USC00258090,SPRINGVIEW 2NW,NE,42.839,-99.778
USC00253355,GORDON 6N,NE,42.897,-102.203
USW00024032,VALENTINE MILLER FIELD AP,NE,42.859,-100.551
USC00251365,BUTTE,NE,42.913,-98.851
USW00014941,NORFOLK KARL STEFAN MEMORIAL AP,NE,41.98,-97.433
USC00251684,CLAY CENTER,NE,40.521,-98.054
USC00251345,BURWELL 2WSW,NE,41.767,-99.177
USW00094957,FALLS CITY BRENNER FIELD,NE,40.079,-95.589
USW00024121,ELKO REGIONAL AIRPORT,NV,40.824,-115.786
USW00023154,ELY AIRPORT,NV,39.295,-114.847
USC00267369,SEARCHLIGHT,NV,35.466,-114.922
USC00265890,PAHRUMP 4 NW,NV,36.261,-116.056
USC00268588,VALLEY OF FIRE STATE PARK,NV,36.43,-114.514
USC00262243,DESERT NATIONAL WILDLIFE REFUGE,NV,36.438,-115.36
USC00261358,CALIENTE,NV,37.613,-114.526
USC00262431,DYER 5S,NV,37.606,-118.0
USC00267463,SILVERPEAK,NV,37.762,-117.566
USW00023153,TONOPAH AIRPORT,NV,38.05,-117.091
USC00265168,MINA,NV,38.388,-118.109
USC00267908,SUNNYSIDE - LUND 31S,NV,38.423,-115.023
USC00267620,SMOKY VALLEY - CARVERS,NV,38.784,-117.174
USC00264745,LUND,NV,38.868,-115.017
USC00267612,SMITH 6 N,NV,38.882,-119.351
USC00265191,MINDEN,NV,38.955,-119.776
USC00263340,GREAT BASIN NATIONAL PARK,NV,39.005,-114.221
USC00269229,YERINGTON,NV,38.999,-119.157
